형태소,품사,분류,카운트
i,Alpha,"41,""i just gotta say that everyone talks about how rude and selfish blinks are.. but when i was a new fan, and i commented on their videos or posts asking questions, blinks were sooooo helpful and sweet about it. but as soon as i commented once on a bts video asking who one of them was, all i got was hate for “not knowing legends”. i’m not sending hate to bts or anything, i just find it ironic.. i’m really glad i joined this fandom tho""",9
i,Alpha,Jennie: With loren-Don't doctor help me when i am lovesick .,1
i,Alpha,"Jennie: With loren-Don't doctor help me when i am lovesick .""",1
i,Alpha,"Jisoo : I'm Jisoo i'm okay, I don't have Loren but I have Jung hae in",1
i,Alpha,"Jisoo : I'm Jisoo i'm okay, I don't have Loren but I have Jung hae in""",1
i,Alpha,Me: gorlllll i question that to myself everyday,1
i,Alpha,"Me: gorlllll i question that to myself everyday""",1
i,Alpha,and i oop,1
i,Alpha,"i just gotta say that everyone talks about how rude and selfish blinks are.. but when i was a new fan, and i commented on their videos or posts asking questions, blinks were sooooo helpful and sweet about it. but as soon as i commented once on a bts video asking who one of them was, all i got was hate for “not knowing legends”. i’m not sending hate to bts or anything, i just find it ironic.. i’m really glad i joined this fandom tho",9
idk,Alpha,"49,this is actually the most beautiful song of blackpink. Not my favorite or the coolest or the sadest or the song I like dancing on the most but idk the most touching. And everytime I watch it even more moved the MV is so beautiful omg",1
idk,Alpha,this is actually the most beautiful song of blackpink. Not my favorite or the coolest or the sadest or the song I like dancing on the most but idk the most touching. And everytime I watch it even more moved the MV is so beautiful omg,1
idol,Alpha,"22,""Blinks if you want blackpink to attend award show then vote for them on all the voting platform- like choeaedol,  idol champ , mwave etc. Don't be lazy Pinks didn't raise lazy fandom ",1
idol,Alpha,"Blinks if you want blackpink to attend award show then vote for them on all the voting platform- like choeaedol,  idol champ , mwave etc. Don't be lazy Pinks didn't raise lazy fandom ",1
if,Alpha,"22,""Blinks if you want blackpink to attend award show then vote for them on all the voting platform- like choeaedol,  idol champ , mwave etc. Don't be lazy Pinks didn't raise lazy fandom ",1
if,Alpha,"Blinks if you want blackpink to attend award show then vote for them on all the voting platform- like choeaedol,  idol champ , mwave etc. Don't be lazy Pinks didn't raise lazy fandom ",1
if,Alpha,"It doesn't matter if pikks attend or not , that award will be added to their awards list",1
if,Alpha,"It doesn't matter if pikks attend or not , that award will be added to their awards list""",1
if,Alpha,They are nominated in multiple categories. Stream how you like that as well. Stream in the proper way.  Leave a like if you haven't already.,1
ilyxgg,Alpha,ilyxgg -,1
importantes,Alpha,"10,""Blinks !!!! Vallan a votar por BLACKPINK en MWAVE para los premios más importantes de Corea , estan nominadas en 5 categorías , y solo vamos ganando en 2 categorías , tenemos hasta diciembre para votar , vamos blinks , hay que traer esos premios a casa !!! Vamos blinks !!!!""",1
importantes,Alpha,"Blinks !!!! Vallan a votar por BLACKPINK en MWAVE para los premios más importantes de Corea , estan nominadas en 5 categorías , y solo vamos ganando en 2 categorías , tenemos hasta diciembre para votar , vamos blinks , hay que traer esos premios a casa !!! Vamos blinks !!!!",1
in,Alpha,"27,""• The first act in KPOP to get a 1B in debut;",2
in,Alpha,"28,When you realise they all died in the mv Jennie died cause of an car accident Lisa jumped from a rooftop Rosé drowned in the bathtub and jisoo drowned in the pool",3
in,Alpha,"32,Vote for BLACKPINK in MAMA guys",1
in,Alpha,"50,Rose’s acting is honestly so incredible for me...the way she cried in the bathup...",1
in,Alpha,"51,There's a think missing in my life. That's Lisa's wardrobe.",1
in,Alpha,"52,""Who's watching now in halloween?",1
in,Alpha,"57,Don't forget to vote them in MAMA in all the categories they are in included. I truly believe that they deserve to win Artist or Song of the Year.",3
in,Alpha,"60,""they dragged irene for reading a book, mina and jihyo for being in a soccer team, naeun for having a phone case that said “girls can do anything”, joy for wearing a feminist shirt, aisha for being tall, jennie for wearing a nurse outfit which isn’t even inappropriate. misogyny 💀""",1
in,Alpha,"7,Guys pls dont' foget vote BLACKPINK in MAMA 2020.",1
in,Alpha,Blinks please vote for Blackpink in the MWAVE APP. (MAMA 2020) ,1
in,Alpha,Don't forget to vote them in MAMA in all the categories they are in included. I truly believe that they deserve to win Artist or Song of the Year.,3
in,Alpha,Guys pls dont' foget vote BLACKPINK in MAMA 2020.,1
in,Alpha,HYLT is predicted to lose its tittle as most viewed K-pop MV of 2020 in December (or even sooner),2
in,Alpha,"Jisoo : I'm Jisoo i'm okay, I don't have Loren but I have Jung hae in",1
in,Alpha,"Jisoo : I'm Jisoo i'm okay, I don't have Loren but I have Jung hae in""",1
in,Alpha,Me: laughing in closeted lesbian,1
in,Alpha,"Me: laughing in closeted lesbian""",1
in,Alpha,"No diamond rings, that set in stone",2
in,Alpha,Rose’s acting is honestly so incredible for me...the way she cried in the bathup...,1
in,Alpha,There's a think missing in my life. That's Lisa's wardrobe.,1
in,Alpha,They are nominated in multiple categories. Stream how you like that as well. Stream in the proper way.  Leave a like if you haven't already.,2
in,Alpha,Vote for BLACKPINK in MAMA guys,1
in,Alpha,When you realise they all died in the mv Jennie died cause of an car accident Lisa jumped from a rooftop Rosé drowned in the bathtub and jisoo drowned in the pool,3
in,Alpha,Who's watching now in halloween?,1
in,Alpha,that was so true. but Blackpink came and they were my light in the dark.,1
in,Alpha,"that was so true. but Blackpink came and they were my light in the dark.""",1
in,Alpha,"they dragged irene for reading a book, mina and jihyo for being in a soccer team, naeun for having a phone case that said “girls can do anything”, joy for wearing a feminist shirt, aisha for being tall, jennie for wearing a nurse outfit which isn’t even inappropriate. misogyny 💀",1
in,Alpha,• The first act in KPOP to get a 1B in debut;,2
in,Alpha,"• The first group in the world to have 3 MV's with more than 1B and also the first act in Korea to have 3 MV's with 1B (PSY has top with Gangnam Style and Gentlemen, but now BP is on top with DDDD, KTL and BOOMBAYAH)",2
in,Alpha,"• The first group in the world to have 3 MV's with more than 1B and also the first act in Korea to have 3 MV's with 1B (PSY has top with Gangnam Style and Gentlemen, but now BP is on top with DDDD, KTL and BOOMBAYAH)""",2
inappropriate,Alpha,"60,""they dragged irene for reading a book, mina and jihyo for being in a soccer team, naeun for having a phone case that said “girls can do anything”, joy for wearing a feminist shirt, aisha for being tall, jennie for wearing a nurse outfit which isn’t even inappropriate. misogyny 💀""",1
inappropriate,Alpha,"they dragged irene for reading a book, mina and jihyo for being in a soccer team, naeun for having a phone case that said “girls can do anything”, joy for wearing a feminist shirt, aisha for being tall, jennie for wearing a nurse outfit which isn’t even inappropriate. misogyny 💀",1
included,Alpha,"57,Don't forget to vote them in MAMA in all the categories they are in included. I truly believe that they deserve to win Artist or Song of the Year.",1
included,Alpha,Don't forget to vote them in MAMA in all the categories they are in included. I truly believe that they deserve to win Artist or Song of the Year.,1
incredible,Alpha,"50,Rose’s acting is honestly so incredible for me...the way she cried in the bathup...",1
incredible,Alpha,Rose’s acting is honestly so incredible for me...the way she cried in the bathup...,1
introduce,Alpha,"26,""So let me introduce them to who is still confused who's who-",1
introduce,Alpha,So let me introduce them to who is still confused who's who-,1
irene,Alpha,"60,""they dragged irene for reading a book, mina and jihyo for being in a soccer team, naeun for having a phone case that said “girls can do anything”, joy for wearing a feminist shirt, aisha for being tall, jennie for wearing a nurse outfit which isn’t even inappropriate. misogyny 💀""",1
irene,Alpha,"they dragged irene for reading a book, mina and jihyo for being in a soccer team, naeun for having a phone case that said “girls can do anything”, joy for wearing a feminist shirt, aisha for being tall, jennie for wearing a nurse outfit which isn’t even inappropriate. misogyny 💀",1
ironic,Alpha,"41,""i just gotta say that everyone talks about how rude and selfish blinks are.. but when i was a new fan, and i commented on their videos or posts asking questions, blinks were sooooo helpful and sweet about it. but as soon as i commented once on a bts video asking who one of them was, all i got was hate for “not knowing legends”. i’m not sending hate to bts or anything, i just find it ironic.. i’m really glad i joined this fandom tho""",1
ironic,Alpha,"i just gotta say that everyone talks about how rude and selfish blinks are.. but when i was a new fan, and i commented on their videos or posts asking questions, blinks were sooooo helpful and sweet about it. but as soon as i commented once on a bts video asking who one of them was, all i got was hate for “not knowing legends”. i’m not sending hate to bts or anything, i just find it ironic.. i’m really glad i joined this fandom tho",1
is,Alpha,"16,""Everyone: """"This is the worst year ever""""",1
is,Alpha,"20,""Everyone: """"This is the worst year ever""""",1
is,Alpha,"26,""So let me introduce them to who is still confused who's who-",1
is,Alpha,"38,my Dad said they’re gorgeous and that Rose is cute",1
is,Alpha,"42,Dont tell me everyone forget about jennie's issue here. She didnt deserve any hate or sexual things when the haters are the one who is sexualizing jennie. Jennie doesn't deserve any hate smh. Yall just mad shes better than y'all. dont waste time hating jennie start taking care of yourself and know that hating is a bad thing. Yall should grow up",2
is,Alpha,"45,This song is just so refreshing to the ears it's not like their other songs that has a lot of beats to it",1
is,Alpha,"49,this is actually the most beautiful song of blackpink. Not my favorite or the coolest or the sadest or the song I like dancing on the most but idk the most touching. And everytime I watch it even more moved the MV is so beautiful omg",2
is,Alpha,"5,""Everyone: """"This is the worst year ever""""",1
is,Alpha,"50,Rose’s acting is honestly so incredible for me...the way she cried in the bathup...",1
is,Alpha,Dont tell me everyone forget about jennie's issue here. She didnt deserve any hate or sexual things when the haters are the one who is sexualizing jennie. Jennie doesn't deserve any hate smh. Yall just mad shes better than y'all. dont waste time hating jennie start taking care of yourself and know that hating is a bad thing. Yall should grow up,2
